age,workclass,fnlwgt,educational-num,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,log_capital_gain,log_capital_loss,Private_Workclass,education_label,marital_label,white_collar_label,gender_male,native_country_label,high_income
70,?,149040,9,1,1,Female,2964,0,12,United-States,<=50K,7.994632311431825,0.0,False,0,0,0,False,1,True
28,Local-gov,154863,5,0,1,Male,0,0,40,Trinadad&Tobago,>50K,0.0,0.0,False,0,1,0,True,0,False
58,Private,97541,14,0,1,Male,0,0,46,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
59,Private,171242,13,1,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
38,Private,191479,10,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
30,Private,213722,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
22,Private,174043,9,1,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
59,Private,169133,9,0,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
52,Private,131631,7,4,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
41,Private,109762,9,1,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
22,Private,235733,9,1,1,Female,0,0,45,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
21,Private,211391,10,1,1,Female,0,0,27,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
21,Private,654141,9,1,1,Male,0,0,32,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
55,?,193895,4,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
34,State-gov,101562,9,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
25,Private,401241,10,1,1,Female,4416,0,25,United-States,<=50K,8.393216011596527,0.0,True,0,0,0,False,1,True
39,Local-gov,236391,9,0,1,Male,0,0,38,United-States,>50K,0.0,0.0,False,0,1,0,True,1,False
47,Private,225456,9,2,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
74,Self-emp-not-inc,192413,15,2,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,True,1,True
37,Private,79586,13,0,0,Male,0,0,40,Iran,<=50K,0.0,0.0,True,1,1,1,True,0,True
53,Private,200190,12,0,1,Male,0,0,80,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
58,Self-emp-not-inc,216948,6,2,0,Male,0,0,40,Cuba,<=50K,0.0,0.0,False,0,0,1,True,0,True
41,Self-emp-not-inc,390369,15,0,1,Male,0,0,58,United-States,>50K,0.0,0.0,False,0,1,1,True,1,False
29,Private,175738,13,1,1,Female,0,0,45,United-States,>50K,0.0,0.0,True,1,0,1,False,1,False
26,Private,18827,10,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
22,Private,113936,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
75,?,91417,11,5,1,Female,0,0,20,United-States,<=50K,0.0,0.0,False,0,1,0,False,1,True
24,Private,169532,12,3,1,Female,0,0,15,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
26,Private,192262,13,3,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
22,Private,95647,7,3,0,Male,0,0,40,Philippines,<=50K,0.0,0.0,True,0,0,0,True,0,True
64,Private,312498,13,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,1,1,True,1,True
49,Self-emp-inc,141058,10,1,1,Male,0,2339,50,United-States,<=50K,0.0,7.757906208351747,False,0,0,1,True,1,True
27,Private,105830,10,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
60,Local-gov,141637,14,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,1,1,1,True,1,False
39,Private,288551,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
75,?,164849,5,0,1,Male,1409,0,5,United-States,<=50K,7.251344983372214,0.0,False,0,1,0,True,1,True
28,Private,308709,13,1,1,Female,0,0,48,United-States,<=50K,0.0,0.0,True,1,0,1,False,1,True
21,Private,154192,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
26,?,211798,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
31,Local-gov,323829,9,2,1,Male,0,0,45,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
43,Local-gov,269733,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
21,Private,252024,9,2,1,Male,0,0,20,Mexico,<=50K,0.0,0.0,True,0,0,0,True,0,True
24,Private,190293,13,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,False,1,True
32,Self-emp-not-inc,360689,7,1,1,Male,0,0,50,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
31,Federal-gov,281540,12,0,1,Male,0,0,45,United-States,<=50K,0.0,0.0,False,0,1,1,True,1,True
22,Private,203715,10,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
39,Self-emp-not-inc,68781,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,1,True,1,True
19,Federal-gov,30559,9,5,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,1,False,1,True
72,?,177226,9,0,1,Male,0,0,8,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
29,Private,74500,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
44,Self-emp-not-inc,110028,10,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
33,Private,228696,2,1,1,Male,0,2603,32,Mexico,<=50K,0.0,7.86480400332846,True,0,1,0,True,0,True
50,Private,369367,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
60,Self-emp-not-inc,269485,1,4,1,Female,0,0,40,Mexico,<=50K,0.0,0.0,False,0,0,0,False,0,True
52,Self-emp-not-inc,237868,10,4,1,Male,0,0,5,United-States,<=50K,0.0,0.0,False,0,0,1,True,1,True
28,Private,66095,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
38,State-gov,462832,10,5,1,Female,0,0,40,Trinadad&Tobago,<=50K,0.0,0.0,False,0,1,1,False,0,True
22,Private,268525,13,1,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
38,Private,207568,13,0,1,Male,5178,0,40,United-States,>50K,8.552367266423891,0.0,True,1,1,1,True,1,False
45,Private,297884,13,1,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,0,1,True,1,False
30,Self-emp-inc,124420,9,1,1,Male,4650,0,40,United-States,<=50K,8.444837529224097,0.0,False,0,0,1,True,1,True
29,Local-gov,76978,10,1,1,Female,0,0,50,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
23,?,170456,10,3,1,Male,0,0,5,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
65,State-gov,172348,9,4,1,Female,0,0,20,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
45,Local-gov,235431,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
26,Private,236564,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
62,Local-gov,103344,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
47,Private,103020,4,5,0,Female,0,0,40,Puerto-Rico,<=50K,0.0,0.0,True,0,1,0,False,0,True
25,Private,106889,9,5,1,Female,0,0,30,United-States,<=50K,0.0,0.0,True,0,1,1,False,1,True
55,Local-gov,48055,8,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
26,Private,104257,9,1,1,Female,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
68,Private,165017,9,0,1,Male,0,0,40,Italy,>50K,0.0,0.0,True,0,1,1,True,0,False
29,Federal-gov,208534,15,0,1,Male,0,0,80,United-States,<=50K,0.0,0.0,False,0,1,1,True,1,True
40,Private,107306,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
23,Private,189468,11,3,1,Female,0,0,30,United-States,<=50K,0.0,0.0,True,0,1,0,False,1,True
51,Private,168553,9,3,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
70,Private,174032,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
37,Private,295949,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
20,Private,137618,10,3,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
44,Private,283174,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
36,Private,296999,10,1,1,Female,0,0,37,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
18,Private,200603,9,2,1,Female,0,0,30,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
24,Private,283757,13,3,1,Male,0,0,39,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
41,Private,218172,13,1,1,Female,13550,0,60,United-States,>50K,9.514215624322715,0.0,True,1,1,1,False,1,False
51,Private,203435,9,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
24,Private,57711,14,5,1,Female,0,0,35,United-States,>50K,0.0,0.0,True,1,1,1,False,1,False
48,Private,245948,9,1,1,Female,2174,0,40,United-States,<=50K,7.684783943522785,0.0,True,0,0,0,False,1,True
29,Local-gov,169544,10,3,1,Male,0,0,48,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
22,Private,269687,10,3,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
50,Private,301024,13,1,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,0,1,True,1,False
43,Self-emp-not-inc,245056,1,0,1,Male,0,0,40,Haiti,<=50K,0.0,0.0,False,0,1,0,True,0,True
32,Private,231263,10,0,1,Male,0,0,60,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
64,Private,102470,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
